,sid,season,number,name,iso_time,lat,lon,dist2land,usa_status,usa_wind,usa_pres,usa_sshs,storm_speed,storm_dir,geo_250,u_wind_250,v_wind_250,humid_250,temp_250,geo_550,u_wind_550,v_wind_550,humid_550,temp_550,geo_850,u_wind_850,v_wind_850,humid_850,temp_850
24996,1994181N22276,1994,41,ALBERTO,1994-06-30 06:00:00,21.7,-83.6,46,TD,25.0,1011.0,-1,6,258,106924.68,0.2554669,1.9725201,0.00020656384,229.7632,50121.52,-1.923227,-0.5538641,0.0040051118,270.48425,14983.921,-5.944735,0.22079468,0.0110493945,289.97934
24997,1994181N22276,1994,41,ALBERTO,1994-06-30 09:00:00,21.6374,-83.9176,35,TD,25.0,1010.0,-1,7,261,106836.48,-0.0132006835,2.5726385,0.00018403096,229.50417,50029.82,-1.4067676,-1.5531787,0.0038882252,270.5567,14871.915,-4.8405657,3.3037446,0.011040236,290.0862
24998,1994181N22276,1994,41,ALBERTO,1994-06-30 12:00:00,21.6,-84.3,30,TD,25.0,1010.0,-1,8,267,106935.27,0.2762549,5.40823,0.00017357936,229.80092,50085.145,-1.474195,-3.0775764,0.003816531,270.63168,14894.834,-3.2822015,3.6005175,0.011680582,290.0703
24999,1994181N22276,1994,41,ALBERTO,1994-06-30 15:00:00,21.6002,-84.7724,22,TD,27.0,1009.0,-1,8,270,107016.71,-0.15615052,5.4553523,0.00017223014,229.99852,50150.85,-4.2622194,-3.7571728,0.0036361557,270.4091,14976.566,-1.7530322,1.857691,0.011796182,290.02597
25000,1994181N22276,1994,41,ALBERTO,1994-06-30 18:00:00,21.6,-85.2,39,TD,30.0,1008.0,-1,6,262,107071.84,-1.1859821,4.259759,0.0002148379,230.62192,50125.324,-3.4745917,-1.025932,0.0038448316,270.7655,14970.51,-0.6288086,1.3124878,0.012043532,289.7825
25001,1994181N22276,1994,41,ALBERTO,1994-06-30 21:00:00,21.5123,-85.4302,60,TD,30.0,1008.0,-1,4,255,106992.08,-1.1919464,3.631039,0.00023398036,230.92264,50045.2,-1.7312188,0.7027985,0.0042320173,270.84943,14883.57,-0.5866583,0.20668091,0.01194405,289.8892
25002,1994181N22276,1994,41,ALBERTO,1994-07-01 00:00:00,21.5,-85.6,76,TD,30.0,1008.0,-1,4,296,107013.59,1.0517993,9.120909,0.00022854339,230.52548,50081.336,-2.283346,-2.599933,0.0040937234,270.92972,14869.199,-3.4208496,-2.5436327,0.011843617,290.39575
25003,1994181N22276,1994,41,ALBERTO,1994-07-01 03:00:00,21.7051,-85.8573,95,TD,30.0,1008.0,-1,7,317,107063.82,1.6416297,8.094706,0.00022219228,230.50533,50154.227,-2.103869,-1.8322253,0.004044289,271.04123,14929.881,-4.1996746,-0.5273377,0.011679342,290.43622
25004,1994181N22276,1994,41,ALBERTO,1994-07-01 06:00:00,22.0,-86.1,106,TD,30.0,1008.0,-1,7,325,107046.67,1.4216138,7.400887,0.0002133829,230.5035,50103.484,-1.5182483,0.038213503,0.004008811,271.28616,14887.634,-3.7516778,2.4037523,0.011736151,290.24146
25005,1994181N22276,1994,41,ALBERTO,1994-07-01 09:00:00,22.2499,-86.2651,106,TD,30.0,1008.0,-1,6,331,106934.76,1.7053692,6.3100934,0.00020202853,230.51488,49994.17,-0.85756224,1.1577929,0.004216668,271.13333,14793.867,-2.1692584,4.679314,0.011683448,290.0871
