,sid,season,number,name,iso_time,lat,lon,dist2land,usa_status,usa_wind,usa_pres,usa_sshs,storm_speed,storm_dir,geo_250,u_wind_250,v_wind_250,humid_250,temp_250,geo_550,u_wind_550,v_wind_550,humid_550,temp_550,geo_850,u_wind_850,v_wind_850,humid_850,temp_850
996,1961199N11314,1961,63,ANNA,1961-07-17 18:00:00,10.5,-46.0,907,TD,30.0,1008.0,-1,16,274,107109.01,-8.517804,2.6241987,0.00013990102,229.95197,50062.754,-11.09267,-4.056494,0.004413903,270.73233,14900.17,-2.3505938,-1.9819702,0.011198992,289.4582
997,1961199N11314,1961,63,ANNA,1961-07-17 21:00:00,10.5504,-46.79,862,TD,30.0,1008.0,-1,16,274,107133.62,-8.683679,2.808629,0.00013032557,229.76807,50094.145,-14.059478,-4.709751,0.0040248204,270.5717,14924.284,-2.8430614,-2.4443805,0.01144867,289.54395
998,1961199N11314,1961,63,ANNA,1961-07-18 00:00:00,10.6,-47.6,815,TD,30.0,1008.0,-1,16,274,107180.96,-9.095486,4.857265,0.00012626757,229.52695,50208.195,-14.372354,-2.9766607,0.0041724425,270.01407,15088.466,-3.5841064,-2.5758562,0.011257392,289.26733
999,1961199N11314,1961,63,ANNA,1961-07-18 03:00:00,10.6498,-48.4425,761,TD,30.0,1008.0,-1,17,273,107155.97,-8.132775,4.7236547,0.00013131014,229.38422,50212.87,-14.293188,-2.7746313,0.0045559276,269.9602,15101.737,-3.5647583,-2.8898041,0.011153131,289.0297
1000,1961199N11314,1961,63,ANNA,1961-07-18 06:00:00,10.7,-49.3,715,TD,30.0,1008.0,-1,17,273,107024.85,-6.2785573,3.9589386,0.00012349323,229.19666,50091.316,-14.1695385,-1.9592285,0.0044201626,269.96094,14980.963,-4.165091,-2.449978,0.011231409,289.0582
1001,1961199N11314,1961,63,ANNA,1961-07-18 09:00:00,10.7424,-50.1651,669,TD,32.0,1008.0,-1,17,273,107005.29,-5.435555,3.2319617,0.0001233167,228.97665,50113.92,-13.734552,-0.90882933,0.004415941,269.9002,15013.952,-4.275288,-2.2270398,0.0114686955,288.90057
1002,1961199N11314,1961,63,ANNA,1961-07-18 12:00:00,10.8,-51.0,647,TS,35.0,1000.0,0,16,275,107154.96,-4.473207,2.3708966,0.00011197022,229.06734,50225.934,-11.735007,-0.019153442,0.0045008557,270.31848,15080.584,-3.5199213,-0.5542151,0.012032482,289.22723
1003,1961199N11314,1961,63,ANNA,1961-07-18 15:00:00,10.8922,-51.765,619,TS,35.0,1000.0,0,15,278,107241.07,-3.9750292,1.1490479,0.00010902278,229.20906,50293.03,-11.099631,-0.20067687,0.0046978677,270.30234,15152.515,-3.541529,-0.2598053,0.0122644855,289.34042
1004,1961199N11314,1961,63,ANNA,1961-07-18 18:00:00,11.0,-52.5,601,TS,35.0,1000.0,0,15,278,107152.32,-4.090256,-0.07559265,9.933373e-05,229.38644,50172.36,-10.532452,0.09132324,0.0046974467,270.3585,15030.071,-3.110039,-0.41235533,0.012230165,289.36737
1005,1961199N11314,1961,63,ANNA,1961-07-18 21:00:00,11.0998,-53.2501,590,TS,37.0,1000.0,0,15,278,107114.52,-3.7047791,-1.1284753,9.942424e-05,229.4943,50127.984,-10.777492,-0.6258038,0.0045221914,270.29816,14973.509,-3.4627094,-1.0070825,0.01217783,289.5926
1006,1961199N11314,1961,63,ANNA,1961-07-19 00:00:00,11.2,-54.0,594,TS,40.0,1000.0,0,15,278,107190.48,-4.3858433,-0.87951356,9.1600785e-05,229.59451,50189.535,-10.063443,-1.9195154,0.0043376074,270.26428,15013.022,-3.7072663,-0.8046564,0.012363713,289.66364
1007,1961199N11314,1961,63,ANNA,1961-07-19 03:00:00,11.3073,-54.75,599,TS,40.0,1000.0,0,15,278,107155.4,-3.9274805,-1.4262439,9.229556e-05,229.6008,50178.785,-11.205977,-2.1312346,0.004059767,270.1832,15018.773,-4.3514214,-0.4801947,0.012244683,289.64612
1008,1961199N11314,1961,63,ANNA,1961-07-19 06:00:00,11.4,-55.5,540,TS,40.0,1000.0,0,15,276,107017.5,-3.3775654,-2.0397296,0.000116011885,229.69633,50038.047,-11.714778,-1.3420502,0.0037158057,270.44522,14907.325,-4.1833496,0.35703492,0.01213052,289.3507
1009,1961199N11314,1961,63,ANNA,1961-07-19 09:00:00,11.4573,-56.2501,491,TS,42.0,1000.0,0,15,274,106992.76,-2.9917028,-1.9763739,0.00015616562,229.80847,50060.594,-11.860089,0.17219421,0.0038300697,270.34982,14961.69,-4.3207593,0.44814882,0.011897359,289.155
1010,1961199N11314,1961,63,ANNA,1961-07-19 12:00:00,11.5,-57.0,445,TS,45.0,1000.0,0,15,274,107088.79,-4.650825,-1.9536719,0.00015808051,230.33467,50134.98,-11.808242,0.66291016,0.0034444889,270.39667,15003.784,-4.939015,-0.64923584,0.0117240045,289.33798
