,sid,season,number,name,iso_time,lat,lon,dist2land,usa_status,usa_wind,usa_pres,usa_sshs,storm_speed,storm_dir,geo_250,u_wind_250,v_wind_250,geo_550,u_wind_550,v_wind_550,geo_850,u_wind_850,v_wind_850
27945,1998209N11335,1998,41,ALEX,1998-07-27 12:00:00,11.3,-25.4,937,TD,25.0,1009.0,-1,18,282,107579.52,-6.855623,3.2196875,50241.02,-9.978863,7.2829685,14952.486,-2.8977807,2.5222602
27946,1998209N11335,1998,41,ALEX,1998-07-27 15:00:00,11.488,-26.2824,1018,TD,25.0,1009.0,-1,18,283,107580.97,-6.219175,4.254234,50204.11,-8.221543,7.1278296,14904.076,-3.551372,1.9758399
27947,1998209N11335,1998,41,ALEX,1998-07-27 18:00:00,11.7,-27.2,1102,TD,25.0,1009.0,-1,19,284,107563.78,-5.265411,4.7043586,50155.41,-11.765653,7.012662,14842.293,-5.344907,1.3615412
27948,1998209N11335,1998,41,ALEX,1998-07-27 21:00:00,11.9497,-28.1775,1200,TD,25.0,1009.0,-1,20,284,107570.54,-4.7677217,4.236274,50192.97,-10.772442,7.0548573,14907.737,-5.4783106,1.2521143
27949,1998209N11335,1998,41,ALEX,1998-07-28 00:00:00,12.2,-29.2,1296,TD,25.0,1009.0,-1,21,283,107729.54,-5.307142,4.585835,50304.984,-9.534552,6.024205,14988.308,-5.918436,1.8708014
27950,1998209N11335,1998,41,ALEX,1998-07-28 03:00:00,12.4148,-30.2501,1407,TD,25.0,1008.0,-1,21,281,107579.78,-5.996469,4.434561,50207.246,-8.273311,6.154532,14927.456,-5.2428017,1.5620966
27951,1998209N11335,1998,41,ALEX,1998-07-28 06:00:00,12.6,-31.3,1510,TD,25.0,1008.0,-1,21,280,107500.02,-4.810752,6.4426646,50160.67,-10.636899,6.8851933,14888.838,-7.5809827,1.2066369
27952,1998209N11335,1998,41,ALEX,1998-07-28 09:00:00,12.7647,-32.3226,1613,TD,27.0,1007.0,-1,20,279,107505.01,-4.904694,5.4037642,50179.63,-8.70118,5.7521667,14922.375,-7.702325,0.9410504
27953,1998209N11335,1998,41,ALEX,1998-07-28 12:00:00,12.9,-33.3,1718,TD,30.0,1007.0,-1,19,277,107619.86,-6.133913,4.535051,50292.1,-8.510839,6.5077653,15016.369,-7.304088,1.5767773
27954,1998209N11335,1998,41,ALEX,1998-07-28 15:00:00,13.0071,-34.2226,1813,TD,30.0,1006.0,-1,18,277,107620.7,-5.7826324,4.454945,50266.6,-6.875831,5.024378,14971.805,-7.2235713,1.8094025
27955,1998209N11335,1998,41,ALEX,1998-07-28 18:00:00,13.1,-35.1,1866,TD,30.0,1006.0,-1,17,277,107576.47,-5.599208,4.0903387,50209.84,-5.579324,3.4592085,14920.704,-6.3941884,1.4200354
27956,1998209N11335,1998,41,ALEX,1998-07-28 21:00:00,13.1996,-35.9576,1852,TD,32.0,1005.0,-1,17,277,107571.2,-5.3728924,3.7178454,50237.11,-4.795925,2.2253516,14950.742,-6.356473,1.1131543
27957,1998209N11335,1998,41,ALEX,1998-07-29 00:00:00,13.3,-36.8,1845,TS,35.0,1005.0,0,17,277,107654.28,-6.088154,3.3850908,50359.76,-5.5522685,-0.47657835,15044.745,-7.0543437,1.0524102
27958,1998209N11335,1998,41,ALEX,1998-07-29 03:00:00,13.3999,-37.665,1808,TS,35.0,1005.0,0,17,277,107575.51,-5.5109234,3.9962165,50287.89,-6.4416027,-0.500152,14968.117,-6.4053698,1.0183753
27959,1998209N11335,1998,41,ALEX,1998-07-29 06:00:00,13.5,-38.5,1742,TS,35.0,1005.0,0,16,277,107505.62,-2.6089373,5.1115346,50214.69,-8.30623,0.08278992,14919.49,-9.081967,2.592486
27960,1998209N11335,1998,41,ALEX,1998-07-29 09:00:00,13.5998,-39.28,1679,TS,35.0,1005.0,0,15,278,107532.46,-1.932229,3.9298553,50209.863,-9.682369,0.22384949,14946.815,-8.909267,1.8561755
27961,1998209N11335,1998,41,ALEX,1998-07-29 12:00:00,13.7,-40.0,1627,TS,35.0,1005.0,0,14,278,107659.66,-3.0289984,3.220074,50321.535,-8.987001,0.24922486,15026.789,-8.438259,0.33332214
27962,1998209N11335,1998,41,ALEX,1998-07-29 15:00:00,13.7922,-40.6651,1576,TS,35.0,1005.0,0,13,279,107663.36,-3.0538282,2.8482935,50334.02,-8.547822,0.78852296,14993.973,-8.969322,-0.66199404
27963,1998209N11335,1998,41,ALEX,1998-07-29 18:00:00,13.9,-41.3,1536,TS,35.0,1005.0,0,13,282,107595.53,-2.7664807,2.0078783,50275.39,-6.136104,2.8042955,14930.996,-8.268087,1.0708057
27964,1998209N11335,1998,41,ALEX,1998-07-29 21:00:00,14.0498,-41.95,1498,TS,35.0,1005.0,0,13,283,107542.28,-2.2742078,1.8682001,50267.05,-5.5700164,1.7336535,14924.914,-8.709809,0.18320069
27965,1998209N11335,1998,41,ALEX,1998-07-30 00:00:00,14.2,-42.6,1463,TS,35.0,1005.0,0,13,281,107655.3,-4.4873457,2.284571,50384.56,-6.796892,-0.00760437,15025.688,-7.5819173,-0.7077045
