,sid,season,number,name,iso_time,lat,lon,dist2land,usa_status,usa_wind,usa_pres,usa_sshs,storm_speed,storm_dir,geo_250,u_wind_250,v_wind_250,geo_550,u_wind_550,v_wind_550,geo_850,u_wind_850,v_wind_850
24566,1993152N22276,1993,31,NOT_NAMED,1993-06-01 00:00:00,23.2,-80.3,30,TD,25.0,1000.0,-1,18,50,107282.91,15.126631,2.3322515,49572.336,8.990192,1.0656623,14096.265,2.883766,3.0824902
24567,1993152N22276,1993,31,NOT_NAMED,1993-06-01 03:00:00,23.8491,-79.6347,108,TD,25.0,1000.0,-1,18,42,107262.55,19.1425,5.3955445,49665.715,5.507102,0.2406781,14174.112,-0.06859558,1.5641595
24568,1993152N22276,1993,31,NOT_NAMED,1993-06-01 06:00:00,24.5,-79.0,51,TD,25.0,1000.0,-1,17,47,107196.49,18.519403,5.5426216,49618.58,7.491737,2.5366735,14108.661,3.0122333,4.3765674
24569,1993152N22276,1993,31,NOT_NAMED,1993-06-01 09:00:00,24.9946,-78.2793,15,TD,27.0,999.0,-1,16,56,107010.74,18.897787,7.614265,49464.59,7.296564,4.0362306,14015.679,2.076261,3.911087
24570,1993152N22276,1993,31,NOT_NAMED,1993-06-01 12:00:00,25.4,-77.5,60,TD,30.0,999.0,-1,16,62,107106.36,19.402021,9.415939,49543.04,9.616223,2.7328143,14090.535,3.1566937,0.80503786
24571,1993152N22276,1993,31,NOT_NAMED,1993-06-01 15:00:00,25.7721,-76.6719,152,TD,30.0,999.0,-1,17,65,107163.4,18.080965,11.490438,49574.176,9.105076,3.3565369,14154.426,2.289358,1.1465814
24572,1993152N22276,1993,31,NOT_NAMED,1993-06-01 18:00:00,26.1,-75.8,247,TD,30.0,999.0,-1,17,69,107209.26,17.730919,10.868509,49578.88,11.417729,3.5217633,14135.291,4.389529,0.9920618
24573,1993152N22276,1993,31,NOT_NAMED,1993-06-01 21:00:00,26.369,-74.9356,342,TD,30.0,999.0,-1,17,70,107230.97,19.548788,8.876912,49564.145,14.0968485,2.742948,14058.213,7.313317,1.1338587
24574,1993152N22276,1993,31,NOT_NAMED,1993-06-02 00:00:00,26.7,-74.0,437,TD,30.0,999.0,-1,20,64,107110.78,22.512564,9.706117,49544.85,11.175276,0.25896668,14065.7,0.80053896,-1.3460553
24575,1993152N22276,1993,31,NOT_NAMED,1993-06-02 03:00:00,27.2503,-72.9092,564,TD,30.0,999.0,-1,22,61,107177.57,22.42857,8.395722,49652.22,12.685437,1.3818647,14165.053,4.5041866,1.1298096
24576,1993152N22276,1993,31,NOT_NAMED,1993-06-02 06:00:00,27.8,-71.8,686,TD,30.0,999.0,-1,21,63,106970.66,25.234383,9.932985,49488.023,12.716374,2.725122,14062.322,2.712724,0.24230224
