,sid,season,number,name,iso_time,lat,lon,dist2land,usa_status,usa_wind,usa_pres,usa_sshs,storm_speed,storm_dir,geo_250,u_wind_250,v_wind_250,geo_550,u_wind_550,v_wind_550,geo_850,u_wind_850,v_wind_850
20479,1987145N21292,1987,31,NOT_NAMED,1987-06-01 00:00:00,24.4,-81.7,98,TD,15.0,1008.0,-1,7,262,107114.41,12.074696,-3.8644433,50292.74,1.8122742,-5.2358036,15004.495,-5.5221386,-1.7399609
20480,1987220N34283,1987,54,ARLENE,1987-08-08 00:00:00,34.3,-77.5,14,LO,10.0,1016.0,-3,8,124,108076.83,10.649034,1.4675428,50585.715,8.313845,-4.7796726,15243.574,3.2077367,-0.5144635
20481,1987220N34283,1987,54,ARLENE,1987-08-08 03:00:00,34.0752,-77.0973,52,LO,10.0,1016.0,-3,8,127,108180.47,11.046496,-1.9948242,50673.074,5.429994,-5.157677,15323.293,2.4053118,-0.115908206
20482,1987220N34283,1987,54,ARLENE,1987-08-08 06:00:00,33.8,-76.7,100,LO,10.0,1016.0,-3,9,135,108086.51,8.714244,-2.810343,50617.03,4.1057987,-3.3700244,15273.021,3.0392542,-0.045011595
20483,1987220N34283,1987,54,ARLENE,1987-08-08 09:00:00,33.4375,-76.3199,146,LO,10.0,1015.0,-3,10,144,107988.1,7.2478123,-3.683692,50510.91,4.5522823,-3.532738,15154.4375,4.258431,-1.6775867
20484,1987220N34283,1987,54,ARLENE,1987-08-08 12:00:00,33.0,-76.0,195,LO,10.0,1015.0,-3,10,154,108109.06,4.602221,-4.4026866,50588.19,4.965006,-3.3675666,15199.0,2.6586628,-2.759093
20485,1987220N34283,1987,54,ARLENE,1987-08-08 15:00:00,32.5148,-75.7779,253,LO,10.0,1015.0,-3,11,161,108148.86,2.42997,-3.7684832,50656.07,4.862782,-3.1455445,15252.723,1.0264411,-3.475813
20486,1987220N34283,1987,54,ARLENE,1987-08-08 18:00:00,32.0,-75.6,307,LO,10.0,1015.0,-3,11,162,108183.41,1.4915783,-1.0281439,50668.766,5.0706773,-4.552917,15225.613,1.2291882,-4.2325945
20487,1987220N34283,1987,54,ARLENE,1987-08-08 21:00:00,31.5,-75.385,361,LO,10.0,1014.0,-3,11,161,108171.58,0.91068053,-3.2793474,50589.12,4.557344,-5.8149304,15135.527,-1.3125458,-2.9086413
20488,1987220N34283,1987,54,ARLENE,1987-08-09 00:00:00,31.0,-75.2,416,LO,10.0,1014.0,-3,10,165,108177.11,-0.7779626,-3.0482557,50564.58,1.6631141,-8.036255,15092.505,0.092957765,-2.9907026
