,sid,season,number,name,iso_time,lat,lon,dist2land,usa_status,usa_wind,usa_pres,usa_sshs,storm_speed,storm_dir,geo_250,u_wind_250,v_wind_250,geo_550,u_wind_550,v_wind_550,geo_850,u_wind_850,v_wind_850
10985,1973176N30281,1973,54,NOT_NAMED,1973-06-24 12:00:00,30.0,-79.5,168,TD,20.0,1008.0,-1,5,36,106768.86,18.131844,-8.37375,50074.91,7.199045,-0.9629407,14992.781,3.830409,-0.5131061
10986,1973176N30281,1973,54,NOT_NAMED,1973-06-24 15:00:00,30.1976,-79.3377,194,TD,22.0,1008.0,-1,5,33,106738.64,15.8931,-3.172467,50050.977,6.8201623,-0.8767859,15010.951,3.626408,-0.041137084
10987,1973176N30281,1973,54,NOT_NAMED,1973-06-24 18:00:00,30.4,-79.2,212,TD,25.0,1008.0,-1,5,26,106693.34,18.46626,-2.0741699,50042.26,6.0625954,-1.6208758,14989.918,3.1199505,-1.2554065
10988,1973176N30281,1973,54,NOT_NAMED,1973-06-24 21:00:00,30.6075,-79.0999,219,TD,25.0,1008.0,-1,4,23,106365.42,22.233849,1.2507514,49951.39,5.343136,-2.5359747,14892.01,0.86407834,-2.620526
10989,1973176N30281,1973,54,NOT_NAMED,1973-06-25 00:00:00,30.8,-79.0,217,TD,25.0,1008.0,-1,4,32,106249.4,27.884338,-4.376066,49894.58,3.9776313,-3.5027149,14857.651,0.98799926,-3.2278528
10990,1973176N30281,1973,54,NOT_NAMED,1973-06-25 03:00:00,30.95,-78.85,211,TD,25.0,1008.0,-1,4,40,106239.61,25.644016,-6.714593,49921.945,3.0110626,-1.0594238,14905.464,1.1524488,-3.4921186
10991,1973176N30281,1973,54,NOT_NAMED,1973-06-25 06:00:00,31.1,-78.7,207,TD,25.0,1008.0,-1,4,31,106115.09,24.493128,-5.0797276,49840.996,4.722185,1.1158978,14842.47,1.6045495,-4.0585103
10992,1973176N30281,1973,54,NOT_NAMED,1973-06-25 09:00:00,31.3,-78.5999,195,TD,25.0,1008.0,-1,4,23,105966.01,22.883286,-1.2865808,49714.45,6.3955183,1.5195496,14768.985,0.83251345,-4.7626557
10993,1973176N30281,1973,54,NOT_NAMED,1973-06-25 12:00:00,31.5,-78.5,186,TD,25.0,1008.0,-1,4,31,105741.92,13.623388,5.894414,49746.41,4.668348,0.45470947,14834.565,-0.9385822,-2.3629436
10994,1973176N30281,1973,54,NOT_NAMED,1973-06-25 15:00:00,31.65,-78.35,177,TD,25.0,1008.0,-1,4,40,105758.0,14.758902,8.614617,49799.484,3.7598462,1.3349829,14859.84,-0.7360748,-2.8160083
10995,1973176N30281,1973,54,NOT_NAMED,1973-06-25 18:00:00,31.8,-78.2,174,TD,25.0,1008.0,-1,4,33,105826.67,16.406021,10.705366,49814.875,3.6852589,1.8974823,14833.298,-1.0678437,-3.1006086
10996,1973176N30281,1973,54,NOT_NAMED,1973-06-25 21:00:00,31.9925,-78.0924,165,TD,25.0,1008.0,-1,4,23,105859.11,16.670677,13.379517,49775.715,2.712776,1.9575934,14800.015,-2.0413032,-3.5402734
10997,1973176N30281,1973,54,NOT_NAMED,1973-06-26 00:00:00,32.2,-78.0,158,TD,25.0,1008.0,-1,4,21,105872.64,14.770984,10.3013525,49730.285,2.4661188,3.2157214,14773.707,-3.2340205,-1.9886463
10998,1973176N30281,1973,54,NOT_NAMED,1973-06-26 03:00:00,32.4,-77.9074,150,TD,22.0,1008.0,-1,4,23,105909.09,11.615298,12.526537,49795.16,1.5290112,4.3291864,14853.106,-2.843741,-0.8009137
10999,1973176N30281,1973,54,NOT_NAMED,1973-06-26 06:00:00,32.6,-77.8,146,TD,20.0,1008.0,-1,5,28,105713.74,6.9807863,13.603432,49789.215,0.6146204,4.1571846,14873.144,-3.0032043,-0.801123
11000,1973176N30281,1973,54,NOT_NAMED,1973-06-26 09:00:00,32.8001,-77.6602,125,TD,20.0,1008.0,-1,5,32,105571.26,6.359807,16.535559,49713.81,0.28229737,5.028621,14790.331,-2.7960083,-1.8954871
11001,1973176N30281,1973,54,NOT_NAMED,1973-06-26 12:00:00,33.0,-77.5,110,TD,20.0,1008.0,-1,5,35,105674.93,4.3626833,12.253153,49715.19,-0.61149293,3.3659801,14821.419,-4.2170763,-0.21644165
11002,1973183N26292,1973,57,ALICE,1973-07-01 18:00:00,26.0,-67.8,749,TD,30.0,1006.0,-1,4,40,107057.4,3.3773236,0.8183197,50077.66,0.71735716,-0.8569928,14919.616,0.38941467,1.3487018
11003,1973183N26292,1973,57,ALICE,1973-07-01 21:00:00,26.1625,-67.6476,777,TD,30.0,1006.0,-1,4,42,107005.65,3.4633124,1.8236493,50020.01,0.6192523,-1.16956,14849.135,0.30911255,0.37658325
11004,1973183N26292,1973,57,ALICE,1973-07-02 00:00:00,26.3,-67.5,791,TD,30.0,1006.0,-1,4,48,107032.77,8.1816435,2.8141046,50072.76,-0.44481385,-1.9854181,14854.389,-1.224815,-1.3056983
11005,1973183N26292,1973,57,ALICE,1973-07-02 03:00:00,26.4,-67.3574,805,TD,30.0,1008.0,-1,3,53,107141.59,9.686897,2.3680885,50132.727,-0.33755553,-0.29772216,14929.16,-0.8105585,1.2896045
11006,1973183N26292,1973,57,ALICE,1973-07-02 06:00:00,26.5,-67.2,822,TD,30.0,1008.0,-1,4,55,107068.86,9.2505665,2.5323522,50048.25,0.9256989,0.16145203,14873.294,-0.0410791,1.9764997
11007,1973183N26292,1973,57,ALICE,1973-07-02 09:00:00,26.62,-67.0074,840,TD,30.0,1008.0,-1,5,50,106902.24,8.0582285,1.7531042,50016.35,-0.27542785,-1.2099591,14842.73,-2.7455158,1.0729755
11008,1973183N26292,1973,57,ALICE,1973-07-02 12:00:00,26.8,-66.8,868,TD,30.0,1008.0,-1,6,38,107058.31,6.5562854,4.8162947,50108.414,0.40858886,-0.7089862,14915.28,-3.1340265,-1.117683
11009,1973183N26292,1973,57,ALICE,1973-07-02 15:00:00,27.0925,-66.6001,907,TD,30.0,1008.0,-1,7,31,107149.36,6.890121,6.0870953,50176.78,0.2192743,-1.1704535,14979.589,-2.83224,0.2735962
11010,1973183N26292,1973,57,ALICE,1973-07-02 18:00:00,27.4,-66.4,945,TD,30.0,1005.0,-1,6,37,107176.44,8.035316,5.5902476,50193.836,0.18887879,-0.14869812,15002.009,-0.4531433,4.1941304
11011,1973183N26292,1973,57,ALICE,1973-07-02 21:00:00,27.57,-66.1996,974,TD,35.0,1000.0,0,5,41,107065.14,7.0650387,4.9979877,50148.08,-1.7047064,0.0291156,14949.856,-2.7357123,2.2106812
11012,1973183N26292,1973,57,ALICE,1973-07-03 00:00:00,27.8,-66.0,1002,TS,40.0,1000.0,0,8,29,107080.86,6.932598,5.3838463,50137.95,0.001295166,0.69898134,14983.598,-3.0507343,2.0931885
11013,1973183N26292,1973,57,ALICE,1973-07-03 03:00:00,28.2551,-65.7779,1061,TS,45.0,1000.0,0,11,19,107189.0,7.665781,5.945361,50233.555,-0.17809205,0.8402618,15086.09,-3.242754,3.704491
11014,1973183N26292,1973,57,ALICE,1973-07-03 06:00:00,28.8,-65.6,1120,TS,50.0,1000.0,0,11,12,107007.04,7.511278,5.9902873,50156.29,-1.9201136,2.0178986,15022.168,-3.8520942,4.706216
11015,1973183N26292,1973,57,ALICE,1973-07-03 09:00:00,29.3149,-65.5271,1175,TS,55.0,1000.0,0,10,5,106913.33,6.7840366,6.0426044,50099.566,-0.17923035,2.3166535,14963.652,-1.3471582,4.065772
11016,1973183N26292,1973,57,ALICE,1973-07-03 12:00:00,29.8,-65.5,1146,TS,60.0,1000.0,0,9,5,106868.94,3.321253,4.863925,50039.85,-0.23110718,-0.08958191,14980.594,-1.8814654,2.4374163
11017,1973183N26292,1973,57,ALICE,1973-07-03 15:00:00,30.215,-65.4499,1127,TS,62.0,1000.0,0,8,6,106949.21,4.687025,5.722295,50082.055,1.3168505,4.0014677,15024.08,0.6087549,6.6606293
11018,1973183N26292,1973,57,ALICE,1973-07-03 18:00:00,30.6,-65.4,1101,HU,65.0,982.0,1,8,6,106951.51,3.6393933,6.3067346,50086.88,0.3136426,4.818849,15034.603,-1.738507,5.1917157
11019,1973183N26292,1973,57,ALICE,1973-07-03 21:00:00,30.9925,-65.3573,1077,HU,65.0,982.0,1,8,6,106925.8,4.0533047,6.1620283,50017.426,2.8527453,2.7091393,14940.633,-1.7595502,5.1449666
11020,1973183N26292,1973,57,ALICE,1973-07-04 00:00:00,31.4,-65.3,1061,HU,65.0,982.0,1,9,10,106796.62,3.010417,5.303822,49858.824,5.6664953,-2.5162957,14718.568,1.5627203,4.1157613
11021,1973183N26292,1973,57,ALICE,1973-07-04 03:00:00,31.85,-65.1928,1043,HU,67.0,982.0,1,9,10,106798.31,2.6726367,6.446258,49834.086,-1.5525299,-0.2825958,14705.765,-0.44085997,2.142354
11022,1973183N26292,1973,57,ALICE,1973-07-04 06:00:00,32.3,-65.1,1032,HU,70.0,986.0,1,9,6,106619.62,2.7604933,4.6056213,49684.41,3.5057635,1.8499212,14602.162,1.4703747,0.6711865
11023,1973183N26292,1973,57,ALICE,1973-07-04 09:00:00,32.7,-65.0848,1013,HU,75.0,988.0,1,8,1,106437.24,0.48721436,3.9785516,49576.285,2.1845465,-0.6950629,14538.635,-1.298075,-0.40478697
11024,1973183N26292,1973,57,ALICE,1973-07-04 12:00:00,33.1,-65.1,997,HU,80.0,990.0,1,8,0,106484.89,1.57833,2.5814397,49544.35,3.7422924,0.94704103,14478.291,0.4540387,1.896903
11025,1973183N26292,1973,57,ALICE,1973-07-04 15:00:00,33.5425,-65.1148,982,HU,80.0,982.0,1,9,0,106458.72,-0.4773358,3.136707,49494.406,1.5635407,0.9838654,14445.076,-2.2147217,1.7986243
11026,1973183N26292,1973,57,ALICE,1973-07-04 18:00:00,34.0,-65.1,958,HU,80.0,982.0,1,9,5,106479.4,-0.15074708,3.8494122,49491.305,3.49099,0.4553546,14399.52,2.0586944,2.1455731
11027,1973183N26292,1973,57,ALICE,1973-07-04 21:00:00,34.45,-65.0151,912,HU,75.0,982.0,1,9,10,106449.58,0.83559877,4.279702,49464.1,5.6035933,0.11149597,14359.07,5.805577,0.806922
11028,1973183N26292,1973,57,ALICE,1973-07-05 00:00:00,34.9,-64.9,877,HU,70.0,982.0,1,9,10,106396.92,0.5763727,2.4035578,49476.656,2.882721,0.3758142,14372.848,1.7177259,2.3839464
11029,1973183N26292,1973,57,ALICE,1973-07-05 03:00:00,35.3349,-64.8145,843,HU,67.0,982.0,1,9,10,106412.52,-1.8050629,3.2323437,49491.375,4.893171,0.9847955,14373.52,4.5843315,2.1505585
11030,1973183N26292,1973,57,ALICE,1973-07-05 06:00:00,35.8,-64.7,800,HU,65.0,982.0,1,10,14,106354.29,-2.5885859,4.130183,49376.566,2.9742901,2.4671948,14268.862,3.1895788,4.0214534
11031,1973183N26292,1973,57,ALICE,1973-07-05 09:00:00,36.3125,-64.5149,765,HU,65.0,982.0,1,11,16,106311.44,-1.8654407,3.481923,49371.855,5.8042865,2.9633734,14274.813,7.5862036,3.5776727
11032,1973183N26292,1973,57,ALICE,1973-07-05 12:00:00,36.9,-64.3,723,HU,65.0,982.0,1,13,14,106511.67,1.1977625,4.1994805,49491.19,3.2801313,8.186148,14428.133,2.8346448,9.442243
11033,1973183N26292,1973,57,ALICE,1973-07-05 15:00:00,37.5322,-64.1427,675,HU,65.0,982.0,1,14,13,106595.95,4.2585125,2.5741973,49515.06,2.1015155,7.3913817,14414.9375,1.4299835,10.198182
11034,1973183N26292,1973,57,ALICE,1973-07-05 18:00:00,38.3,-63.9,590,HU,65.0,982.0,1,18,17,106681.39,4.557738,0.80529726,49569.176,5.6279664,6.8846517,14440.412,5.916823,10.2520485
11035,1973183N26292,1973,57,ALICE,1973-07-05 21:00:00,39.24,-63.467,501,HU,65.0,982.0,1,21,21,106691.92,3.979823,0.27571717,49594.18,4.7616158,8.598809,14459.166,6.040229,14.47811
11036,1973183N26292,1973,57,ALICE,1973-07-06 00:00:00,40.3,-62.9,407,HU,65.0,995.0,1,23,23,106609.59,5.632084,2.1032226,49489.83,5.3922772,6.6061177,14302.354,7.390399,11.229892
11037,1973183N26292,1973,57,ALICE,1973-07-06 03:00:00,41.3622,-62.2922,335,HU,62.0,994.0,0,24,24,106563.54,6.281535,3.8317127,49473.047,4.1107984,10.233471,14295.125,7.7771807,13.071521
11038,1973183N26292,1973,57,ALICE,1973-07-06 06:00:00,42.5,-61.6,262,TS,60.0,993.0,0,26,26,106381.73,7.509011,5.5745,49284.6,6.7502565,9.865094,14144.134,8.296299,9.371857
11039,1973183N26292,1973,57,ALICE,1973-07-06 09:00:00,43.6682,-60.7911,167,TS,60.0,992.0,0,28,25,106109.48,8.944822,10.776665,49083.066,6.695192,13.282064,13973.979,4.6953874,12.103042
11040,1973183N26292,1973,57,ALICE,1973-07-06 12:00:00,45.0,-60.0,73,TS,60.0,991.0,0,30,18,106011.96,11.322783,12.360471,49032.016,9.597454,11.854461,13911.336,8.350689,14.359888
11041,1973183N26292,1973,57,ALICE,1973-07-06 15:00:00,46.5579,-59.4388,53,TS,55.0,1000.0,0,34,14,105771.08,13.371003,17.952744,48810.93,6.412371,15.228257,13679.567,6.7285523,15.70758
11042,1973183N26292,1973,57,ALICE,1973-07-06 18:00:00,48.3,-58.8,7,TS,50.0,1000.0,0,37,17,105455.62,16.383766,25.031387,48548.8,9.56293,13.556609,13495.233,10.645249,9.897094
11043,1973183N26292,1973,57,ALICE,1973-07-06 21:00:00,50.1341,-57.7981,13,TS,47.0,1000.0,0,40,22,104951.14,14.885477,31.336784,48175.434,9.71003,16.187988,13251.951,8.882088,6.6141376
11044,1973183N26292,1973,57,ALICE,1973-07-07 00:00:00,52.0,-56.5,0,TS,45.0,1000.0,0,41,23,104630.27,10.850384,31.571365,47872.73,9.235621,16.294806,12947.322,6.98666,6.343772
11045,1973201N11326,1973,70,NOT_NAMED,1973-07-19 12:00:00,10.5,-34.0,1633,TD,20.0,1008.0,-1,16,278,107228.34,-5.382416,-2.313315,50100.68,-9.0345125,-0.19190368,14941.09,-7.724124,0.0047851563
11046,1973201N11326,1973,70,NOT_NAMED,1973-07-19 15:00:00,10.6104,-34.7999,1610,TD,22.0,1008.0,-1,16,277,107281.12,-5.4323754,-1.6103473,50127.12,-9.76338,0.12552369,14936.37,-8.653164,0.14505981
11047,1973201N11326,1973,70,NOT_NAMED,1973-07-19 18:00:00,10.7,-35.6,1593,TD,25.0,1008.0,-1,16,275,107204.12,-4.660668,-1.0111927,50028.754,-8.757875,-0.26466674,14808.406,-8.542267,0.29038024
11048,1973201N11326,1973,70,NOT_NAMED,1973-07-19 21:00:00,10.7573,-36.4001,1580,TD,25.0,1008.0,-1,16,274,107213.2,-4.9324327,-0.03432129,50060.53,-8.487434,-0.12441223,14833.834,-8.521792,0.73551637
11049,1973201N11326,1973,70,NOT_NAMED,1973-07-20 00:00:00,10.8,-37.2,1561,TD,25.0,1008.0,-1,16,273,107310.88,-3.9916735,1.6734852,50151.58,-8.54135,0.05241455,14928.866,-8.852038,0.86796385
11050,1973201N11326,1973,70,NOT_NAMED,1973-07-20 03:00:00,10.8497,-37.9925,1547,TD,25.0,1008.0,-1,16,274,107269.28,-3.0492187,3.0372057,50101.4,-8.3031435,0.09643921,14904.08,-8.392533,0.32868713
11051,1973201N11326,1973,70,NOT_NAMED,1973-07-20 06:00:00,10.9,-38.8,1544,TD,25.0,1008.0,-1,17,274,107170.38,-1.9540393,3.5408533,49975.82,-8.062743,0.19017762,14796.549,-8.073755,-0.03949951
11052,1973201N11326,1973,70,NOT_NAMED,1973-07-20 09:00:00,10.9576,-39.6724,1482,TD,25.0,1008.0,-1,17,273,107127.8,-1.2706043,3.0341015,49969.227,-7.945976,0.7080847,14805.143,-8.499826,0.1433429
11053,1973201N11326,1973,70,NOT_NAMED,1973-07-20 12:00:00,11.0,-40.5,1407,TD,25.0,1008.0,-1,15,272,107306.62,-2.3747845,3.2662122,50090.55,-7.272356,1.4894323,14878.637,-8.9353895,0.030717162
11054,1973201N11326,1973,70,NOT_NAMED,1973-07-20 15:00:00,11.0072,-41.1875,1342,TD,25.0,1008.0,-1,13,270,107314.75,-2.4898608,4.1122413,50104.184,-6.36371,1.9688812,14867.202,-8.891524,0.5521332
11055,1973201N11326,1973,70,NOT_NAMED,1973-07-20 18:00:00,11.0,-41.8,1288,TD,25.0,1008.0,-1,12,270,107240.49,-1.5998517,4.7676063,50031.14,-5.705132,1.947077,14783.656,-8.189603,0.36779052
11056,1973201N11326,1973,70,NOT_NAMED,1973-07-20 21:00:00,10.9998,-42.4075,1235,TD,25.0,1008.0,-1,12,270,107212.54,-2.1808174,4.9245954,49996.59,-5.162035,2.1915765,14764.883,-7.390272,0.24251465
