,sid,season,number,name,iso_time,lat,lon,dist2land,usa_status,usa_wind,usa_pres,usa_sshs,storm_speed,storm_dir,geo_250,u_wind_250,v_wind_250,humid_250,temp_250,geo_550,u_wind_550,v_wind_550,humid_550,temp_550,geo_850,u_wind_850,v_wind_850,humid_850,temp_850
3975,1966157N16275,1966,31,ALMA,1966-06-05 12:00:00,16.3,-84.8,44,TD,30.0,1006.0,-1,5,12,107416.63,-0.6405774,2.240559,0.00026981943,233.02547,49869.977,-0.74343264,1.335075,0.0056056445,271.82236,14612.878,-0.6853546,1.5334784,0.012884371,289.96173
3976,1966157N16275,1966,31,ALMA,1966-06-05 15:00:00,16.545,-84.7475,67,TD,30.0,1008.0,-1,5,11,107507.48,-2.3805816,4.4968543,0.0002950671,233.36403,49930.797,-1.5415215,1.2219983,0.0055832826,271.60306,14694.232,-5.3852034,0.6991632,0.012805497,290.11017
3977,1966157N16275,1966,31,ALMA,1966-06-05 18:00:00,16.8,-84.7,100,TD,30.0,1008.0,-1,5,10,107493.22,0.45150575,4.014084,0.0003047309,233.64449,49915.953,0.35209107,1.3999591,0.0057515334,271.86368,14665.795,-5.198065,1.485755,0.013064645,290.17804
3978,1966157N16275,1966,31,ALMA,1966-06-05 21:00:00,17.065,-84.6575,134,TD,32.0,1008.0,-1,5,11,107403.77,3.5479987,3.361798,0.00029435373,233.64525,49813.824,1.6702307,0.53327024,0.0058534527,271.947,14549.17,-3.9236622,1.4412237,0.013088351,290.44305
3979,1966157N16275,1966,31,ALMA,1966-06-06 00:00:00,17.3,-84.6,157,TS,35.0,1000.0,0,4,20,107474.54,3.2890143,-0.2261377,0.00028787542,233.22327,49878.215,0.20870118,0.6239856,0.006109701,272.37857,14575.6875,-4.080065,0.27526796,0.013097155,290.40567
3980,1966157N16275,1966,31,ALMA,1966-06-06 03:00:00,17.4575,-84.5075,180,TS,37.0,1000.0,0,4,32,107574.44,0.6362799,-0.5297815,0.0003051956,233.0222,49953.766,-0.029841918,0.25098693,0.00605453,272.5118,14629.871,-2.7057319,0.42131957,0.013146486,290.35294
3981,1966157N16275,1966,31,ALMA,1966-06-06 06:00:00,17.6,-84.4,192,TS,40.0,1000.0,0,4,32,107528.42,0.053130493,2.647788,0.00029341146,233.50337,49897.266,-1.7781177,3.8389056,0.006137305,272.1179,14604.756,-6.722726,3.8970838,0.013115474,290.4106
3982,1966157N16275,1966,31,ALMA,1966-06-06 09:00:00,17.785,-84.2925,216,TS,45.0,998.0,0,4,25,107358.5,-0.63943726,3.083664,0.00031017943,233.84122,49757.18,-0.39219543,3.1415124,0.005988637,272.20108,14453.691,-4.958768,4.3788347,0.013273984,290.45013
3983,1966157N16275,1966,31,ALMA,1966-06-06 12:00:00,18.0,-84.2,240,TS,50.0,996.0,0,5,17,107272.39,2.3480053,5.8532586,0.00030687902,233.2585,49804.645,0.42565307,1.2017652,0.0052362173,272.48233,14435.62,-2.4574018,3.159546,0.013415502,290.9378
3984,1966157N16275,1966,31,ALMA,1966-06-06 15:00:00,18.2575,-84.1425,276,TS,57.0,993.0,0,5,11,107403.48,3.9081342,4.8361373,0.0003088785,233.56876,49877.72,2.0334992,1.2494683,0.004986174,272.63458,14531.855,-2.1176429,2.6563423,0.013846576,290.50784
3985,1966157N16275,1966,31,ALMA,1966-06-06 18:00:00,18.5,-84.1,297,HU,65.0,990.0,1,4,12,107397.36,4.1106434,2.7976556,0.0003344892,233.98236,49848.58,4.0576024,1.2952106,0.0052290387,272.63815,14478.231,-0.50847656,2.677376,0.013846044,290.7836
3986,1966157N16275,1966,31,ALMA,1966-06-06 21:00:00,18.6725,-84.05,322,HU,65.0,990.0,1,3,17,107321.3,3.624018,3.3091865,0.00030996793,234.43904,49736.22,2.4442506,0.40612915,0.005317828,272.486,14384.057,-4.793123,0.6911908,0.0135148335,290.81775
3987,1966157N16275,1966,31,ALMA,1966-06-07 00:00:00,18.8,-84.0,316,HU,65.0,990.0,1,3,25,107245.01,3.7692902,5.2649074,0.0002965476,233.8919,49707.14,0.8736847,1.5475329,0.005470193,272.1616,14373.881,-2.8146656,-1.4665246,0.013399614,290.7166
3988,1966157N16275,1966,31,ALMA,1966-06-07 03:00:00,18.9,-83.9425,302,HU,65.0,988.0,1,2,27,107377.32,3.8107288,2.14185,0.00029341105,234.16129,49785.734,1.5100726,1.7144349,0.0052710604,272.32455,14427.591,-4.2208095,-0.36236024,0.013162852,291.04544
3989,1966157N16275,1966,31,ALMA,1966-06-07 06:00:00,19.0,-83.9,291,HU,65.0,986.0,1,2,11,107341.47,3.8473573,-0.1373816,0.00026844905,234.2488,49715.96,2.6116896,1.024917,0.0049738036,272.4177,14340.116,-3.14992,0.655025,0.013159832,290.982
3990,1966157N16275,1966,31,ALMA,1966-06-07 09:00:00,19.1425,-83.9,281,HU,67.0,984.0,1,3,0,107183.32,2.3333697,0.14968444,0.00026431956,234.13742,49578.97,4.288412,-0.5388855,0.004882851,272.40964,14192.826,-1.141975,0.7304608,0.013216819,290.9346
3991,1966157N16275,1966,31,ALMA,1966-06-07 12:00:00,19.3,-83.9,261,HU,70.0,983.0,1,3,5,107192.53,4.2425966,1.3593909,0.0002366196,233.8664,49563.74,2.9143481,-0.14995301,0.004807951,272.6973,14187.091,0.7887268,-0.26126587,0.013458196,290.32208
3992,1966157N16275,1966,31,ALMA,1966-06-07 15:00:00,19.435,-83.8724,251,HU,72.0,981.0,1,3,17,107338.63,5.69758,1.9947394,0.00022559037,233.83931,49649.066,2.948698,-0.7295184,0.0048371903,273.26318,14257.339,1.8105042,0.17520203,0.013588581,290.4891
3993,1966157N16275,1966,31,ALMA,1966-06-07 18:00:00,19.6,-83.8,226,HU,75.0,979.0,1,4,28,107282.57,5.130144,3.179842,0.00022823724,234.13016,49609.93,1.5248145,0.838338,0.0055727037,272.96054,14213.19,-3.2105608,-0.21600342,0.0134343365,290.53098
