,sid,season,number,name,iso_time,lat,lon,dist2land,usa_status,usa_wind,usa_pres,usa_sshs,storm_speed,storm_dir,geo_250,u_wind_250,v_wind_250,humid_250,temp_250,geo_550,u_wind_550,v_wind_550,humid_550,temp_550,geo_850,u_wind_850,v_wind_850,humid_850,temp_850
8989,1971186N34285,1971,64,ARLENE,1971-07-04 12:00:00,33.5,-75.5,162,TD,25.0,1008.0,-1,6,25,106533.34,4.7647786,7.549391,0.00012723343,228.4838,50159.53,-0.26093018,0.324317,0.002157777,268.9952,15258.685,-2.9415789,-2.0861144,0.00968205,288.14505
8990,1971186N34285,1971,64,ARLENE,1971-07-04 15:00:00,33.755,-75.3577,142,TD,25.0,1008.0,-1,6,27,106615.55,3.0932703,10.713701,0.00016409157,228.57121,50211.934,0.74300843,2.442398,0.0026624487,268.66934,15302.729,-3.414651,0.28965455,0.010324308,288.3447
8991,1971186N34285,1971,64,ARLENE,1971-07-04 18:00:00,34.0,-75.2,142,TD,25.0,1008.0,-1,6,31,106630.13,3.0771594,11.502652,0.0001635992,229.0323,50156.016,0.9682184,2.2302978,0.0028838464,268.59573,15253.604,-2.803518,1.4859107,0.010491649,288.33206
8992,1971186N34285,1971,64,ARLENE,1971-07-04 21:00:00,34.235,-75.0147,142,TD,25.0,1008.0,-1,6,34,106612.02,3.2209601,10.433735,0.00015198714,229.24796,50074.016,2.2482195,1.2457355,0.0026719035,268.93985,15150.42,-1.8856305,1.6376464,0.010357984,288.53418
8993,1971186N34285,1971,64,ARLENE,1971-07-05 00:00:00,34.5,-74.8,143,TD,25.0,1008.0,-1,7,32,106620.43,3.595389,6.585922,0.00011272601,229.32542,50063.06,4.3068256,0.11765259,0.0021489405,268.76035,15116.057,1.0849384,1.1262628,0.009612649,288.49573
8994,1971186N34285,1971,64,ARLENE,1971-07-05 03:00:00,34.8349,-74.5649,133,TD,27.0,1008.0,-1,8,30,106585.15,2.5417128,5.2988586,9.935072e-05,229.08034,50077.82,-0.013754883,-1.8614117,0.002056297,268.79886,15143.349,0.02661438,2.0026617,0.009486633,288.3668
8995,1971186N34285,1971,64,ARLENE,1971-07-05 06:00:00,35.2,-74.3,127,TD,30.0,1008.0,-1,8,32,106485.14,3.292871,7.141266,0.00012386448,228.58063,49980.195,1.9792858,3.7498286,0.0024830904,268.35004,15108.637,1.7389288,4.5076313,0.010542639,288.30078
8996,1971186N34285,1971,64,ARLENE,1971-07-05 09:00:00,35.5424,-74.022,139,TD,30.0,1008.0,-1,9,35,106330.58,4.5189514,6.257724,0.000121937956,228.01282,49869.266,-0.4228888,3.2280262,0.002798499,268.35522,15028.428,0.06856323,3.1189845,0.009804741,288.00217
8997,1971186N34285,1971,64,ARLENE,1971-07-05 12:00:00,35.9,-73.7,162,TD,30.0,1008.0,-1,9,37,106431.04,3.2245874,6.6099257,0.00012583652,227.95148,49925.695,1.7445557,0.46134278,0.002773689,268.5251,15045.653,1.982417,2.2545588,0.00991491,288.22336
8998,1971186N34285,1971,64,ARLENE,1971-07-05 15:00:00,36.2848,-73.3369,205,TD,37.0,1000.0,0,10,39,106498.22,4.224974,4.9586544,0.000120491284,227.908,49950.52,3.7256775,3.9943042,0.0031554794,268.30188,15079.4375,3.468493,5.043359,0.010279174,288.46558
8999,1971186N34285,1971,64,ARLENE,1971-07-05 18:00:00,36.7,-72.9,253,TS,45.0,1001.0,0,11,41,106542.32,4.439545,3.4477613,0.00012190606,227.93793,49949.12,2.0693707,2.1562605,0.0034617016,268.69156,15056.255,0.59619445,4.602733,0.010512178,288.53055
9000,1971186N34285,1971,64,ARLENE,1971-07-05 21:00:00,37.1418,-72.4165,271,TS,45.0,1000.0,0,13,44,106563.7,5.000215,4.6599126,0.000120165336,228.09308,49938.656,4.5217004,2.7518146,0.003752237,268.68628,15030.253,2.5575292,7.3712068,0.010180269,288.82672
9001,1971186N34285,1971,64,ARLENE,1971-07-06 00:00:00,37.6,-71.8,298,TS,45.0,1000.0,0,14,51,106599.17,4.373989,5.3930025,0.00011436519,228.11371,49976.55,3.2037988,-1.5740527,0.0029899979,269.35406,14939.27,2.5891395,3.4060383,0.010359237,289.33948
9002,1971186N34285,1971,64,ARLENE,1971-07-06 03:00:00,38.0351,-71.0015,330,TS,45.0,1000.0,0,16,56,106586.46,6.7974925,4.9809875,0.00011942333,228.13869,49966.547,2.7254298,0.91269284,0.0033667379,269.1731,14945.751,4.835299,5.1729984,0.010529024,289.12656
9003,1971186N34285,1971,64,ARLENE,1971-07-06 06:00:00,38.5,-70.1,333,TS,45.0,1000.0,0,17,54,106503.41,7.210466,4.5957365,0.00011195049,227.99107,49912.797,4.9909425,4.187415,0.0037084476,269.04092,14929.04,7.649205,6.086164,0.010544848,288.81104
9004,1971186N34285,1971,64,ARLENE,1971-07-06 09:00:00,39.0334,-69.2507,302,TS,47.0,1000.0,0,18,52,106365.33,8.229409,2.2704198,0.00010056625,227.98668,49806.324,5.3434954,5.3479304,0.0037051516,269.21478,14838.442,5.7886157,6.1598997,0.010709563,288.56213
9005,1971186N34285,1971,64,ARLENE,1971-07-06 12:00:00,39.6,-68.3,273,TS,50.0,1003.0,0,19,55,106324.68,7.9217443,2.5010047,0.000117206975,228.45796,49762.344,6.7551136,4.705015,0.0034770025,269.27884,14798.331,5.329303,3.9552057,0.010531153,288.46664
9006,1971186N34285,1971,64,ARLENE,1971-07-06 15:00:00,40.1488,-67.1806,294,TS,52.0,1001.0,0,21,59,106311.77,8.606395,2.6656647,0.00013330298,228.63297,49750.355,7.69759,4.695424,0.0037055663,269.04596,14794.3125,6.592538,5.9512944,0.010708753,288.3842
9007,1971186N34285,1971,64,ARLENE,1971-07-06 18:00:00,40.7,-65.9,311,TS,55.0,1000.0,0,23,62,106350.28,9.585347,3.5994756,0.00013175287,228.70367,49757.164,7.250154,5.258832,0.0036295564,269.23712,14779.906,6.7884297,7.0623407,0.010704331,288.6673
