,sid,season,number,name,iso_time,lat,lon,dist2land,usa_status,usa_wind,usa_pres,usa_sshs,storm_speed,storm_dir,geo_250,u_wind_250,v_wind_250,humid_250,temp_250,geo_550,u_wind_550,v_wind_550,humid_550,temp_550,geo_850,u_wind_850,v_wind_850,humid_850,temp_850
6702,1969149N12278,1969,29,NOT_NAMED,1969-06-01 00:00:00,21.1,-82.1,69,TD,25.0,1008.0,-1,4,27,107706.39,21.023994,12.388176,0.000117864955,234.16519,50045.9,8.693355,4.477068,0.0029368675,272.95016,14648.99,-1.5663599,0.36826417,0.011867507,291.44907
6703,1969149N12278,1969,29,NOT_NAMED,1969-06-01 03:00:00,21.215,-82.0349,68,TD,25.0,1008.0,-1,2,27,107830.66,21.54271,10.452069,0.00011926109,234.11502,50169.34,8.087024,4.15121,0.002873185,272.75793,14799.95,-2.1093757,1.5698029,0.0122297695,291.3215
6704,1969149N12278,1969,29,NOT_NAMED,1969-06-01 06:00:00,21.3,-82.0,61,TD,25.0,1008.0,-1,3,16,107727.01,20.27313,10.466849,0.00014094332,234.02907,50089.9,7.9359646,4.2212234,0.00289796,272.8176,14734.845,-1.0721179,2.3751166,0.012452964,291.17462
6705,1969149N12278,1969,29,NOT_NAMED,1969-06-01 09:00:00,21.4925,-81.95,52,TD,25.0,1008.0,-1,4,13,107583.72,18.783098,10.840852,0.00015517777,233.98135,49987.844,7.7865553,3.3851092,0.0029449624,272.8142,14637.456,-0.12460327,2.4772887,0.012576232,291.08267
6706,1969149N12278,1969,29,NOT_NAMED,1969-06-01 12:00:00,21.7,-81.9,56,TD,25.0,1008.0,-1,4,15,107491.7,22.493294,9.659028,0.00013739245,233.23354,50083.28,7.235213,4.289668,0.001857046,272.44797,14731.738,0.76855165,2.4685383,0.012271231,291.30264
6707,1969149N12278,1969,29,NOT_NAMED,1969-06-01 15:00:00,21.8575,-81.8425,33,TD,25.0,1008.0,-1,3,17,107618.71,20.896513,8.425401,0.00015313811,233.12276,50197.676,6.9531627,4.1718764,0.0015800698,272.69446,14829.66,1.1501068,1.3251783,0.0124064805,291.36212
6708,1969149N12278,1969,29,NOT_NAMED,1969-06-01 18:00:00,22.0,-81.8,22,TD,25.0,1008.0,-1,3,12,107647.33,19.216402,7.8179564,0.00013421326,233.27594,50180.03,7.6911488,4.04071,0.0014758658,272.9934,14799.048,0.59658694,0.3509906,0.0124368835,291.37564
6709,1969149N12278,1969,29,NOT_NAMED,1969-06-01 21:00:00,22.1475,-81.79,11,TD,25.0,1008.0,-1,3,0,107601.5,18.504875,7.30253,0.00013331589,233.5189,50101.49,8.635563,3.3625422,0.0016779948,272.99832,14712.874,-0.27903807,-0.27478394,0.0124344835,291.6373
6710,1969149N12278,1969,29,NOT_NAMED,1969-06-02 00:00:00,22.3,-81.8,0,TD,25.0,1008.0,-1,3,354,107638.06,16.815891,9.675486,0.00014890269,233.73158,50127.44,7.288818,2.7164063,0.0022527224,272.73914,14724.166,-0.6353186,-0.53828734,0.012837041,291.98154
6720,1969159N19278,1969,34,NOT_NAMED,1969-06-08 00:00:00,19.0,-82.4,271,TD,25.0,1008.0,-1,15,8,107875.28,7.9961586,5.864317,0.00023689993,234.60666,50091.746,2.981059,4.6452203,0.0048290743,273.16547,14622.22,-0.8241461,3.1801288,0.013128538,291.62778
